book_id,author_id,role
780917,410348.0,
1488663,238787.0,
89588,20560.0,
89583,20560.0,
2741850,7581.0,
10806008,4722094.0,
12458829,3486415.0,
27693272,2918731.0,
30971685,14865445.0,
30010194,15207082.0,
4507203,1880316.0,
22889758,13557729.0,Adaptation
22889758,346732.0,
38568,17059.0,
38562,17059.0,
38564,21701.0,
175248,38951.0,
13579397,1161372.0,Editor
13579397,20295.0,
13579397,377417.0,
13579397,908868.0,
13579397,24902.0,
13579397,25376.0,
13579397,2917033.0,
13579397,2951127.0,
13579397,51204.0,
13579397,874602.0,
13579397,3389.0,
13579397,2283303.0,
13579397,5373338.0,
13579397,33919.0,
13579397,346732.0,
13579397,8988.0,
13579397,121364.0,
13579397,57814.0,
13579397,338705.0,
13579397,3001246.0,
13579397,589.0,
13579397,4632660.0,
13579397,2860219.0,
13579397,4338.0,
13579397,3036291.0,Contributor
13579397,142270.0,Contributor
13579397,14454.0,
13579397,22645.0,
13579397,49624.0,
13579397,27841.0,
13579397,3524.0,
13579397,4396277.0,
16132671,6206.0,
39307,1356336.0,
16107050,6563682.0,
12814582,15873.0,
12814582,325203.0,
12814582,3118938.0,
3475268,17054.0,
16217442,4094048.0,
29093476,14986807.0,
17322045,6521036.0,
6620466,2987888.0,
1113545,25052.0,
25135715,8306428.0,
941226,5209023.0,
873920,27500.0,
873920,25334.0,Introduction
33024398,7581.0,
33024398,2104168.0,Illustrator
2439888,87306.0,
738754,5816.0,
1390326,48308.0,
15670,8835.0,
11309018,34049.0,
4241738,83291.0,
8369680,2987888.0,
22694784,64364.0,
18601927,7344680.0,
18601927,126765.0,
7114042,24009.0,
906901,9355.0,
14069,8730.0,
219110,27379.0,
3249541,3624.0,
1157539,566314.0,
108064,10366.0,
186074,108424.0,
194738,81338.0,
194739,113561.0,
194739,324549.0,Translator
10650803,4720629.0,Pseudonym
10650803,2923539.0,
6556422,12091.0,
6945369,587983.0,
14976,31253.0,
14976,203791.0,
6537058,57434.0,
19288530,3140482.0,
477338,58846.0,
17393102,25307.0,
6928840,257093.0,
6928840,25355.0,Translator
15847757,5286855.0,
13234487,4400405.0,
12792988,5252348.0,
9585036,30819.0,
29738154,11362882.0,
185117,107891.0,
10063343,19823.0,
22749511,8178240.0,
5338,239579.0,
5338,40641.0,Annotations
13449677,3251728.0,
15015624,240668.0,
5099602,1373880.0,
27206431,2917920.0,
27385330,7275168.0,
676924,17015.0,
676924,17010.0,
23561467,445303.0,
147844,85545.0,
147842,85545.0,
147843,85545.0,
691582,48348.0,
25659433,105839.0,
25659436,51118.0,
8585377,217944.0,
17998,10896.0,
1375896,157663.0,
1375896,619712.0,Illustrations
18176532,4721318.0,
1122023,552457.0,
1122026,88506.0,
1122026,4522.0,Introduction
1122026,781561.0,Narrator
28660,8591.0,
13507921,2931654.0,
6775624,155990.0,
6775623,155990.0,
13878,8588.0,
1459209,12350.0,
31429077,15600847.0,
1004234,1069006.0,
833332,336049.0,
6474771,2096360.0,
9466032,13677.0,
9466032,337207.0,Illustrations
409796,66700.0,
409796,58971.0,Introduction
409796,3997970.0,
395953,25307.0,
11365223,4689769.0,
11365223,4852705.0,Illustrator
7980210,59165.0,
7980210,18015.0,Creator
7980210,116615.0,Creator
11795449,6244.0,
1599297,40881.0,
12063158,3780.0,
23005844,1258535.0,
18271251,6996400.0,
7642463,5339.0,
6383800,272814.0,
17218790,1221698.0,
13423867,963528.0,
7068147,50873.0,
22489597,4684322.0,
6376816,57434.0,
25302294,4489132.0,
24283825,6517455.0,
14350,947.0,
14350,42267.0,Editor
14350,487578.0,Editor
14350,18266.0,Introduction
352381,10986.0,
352381,3979976.0,Illustrator
12985143,4124788.0,
7564251,3316576.0,
7639087,1427650.0,
149864,1654.0,
149864,19439.0,Compiler
6696927,4764.0,
6696927,2962677.0,Introduction
490276,4430.0,
490276,173493.0,
138452,8476.0,
138452,362098.0,Translator
40372,10885.0,
40372,651160.0,Illustrator
40372,20561.0,Introduction
40372,3866857.0,Afterword
40376,10885.0,
40379,10885.0,
40379,2485427.0,Narrated by
40378,10885.0,
40378,2485427.0,Narrated by
960764,4429.0,
10051549,3181096.0,
249867,3389.0,
249867,19365.0,Narrator
9464129,1221698.0,
1918320,85623.0,
20499240,363130.0,
23280198,4101698.0,
13634292,1221698.0,
538294,17061.0,
6601257,104514.0,
20419025,266470.0,
6177426,162678.0,
6177424,20983.0,
6177425,20983.0,
6177429,153738.0,
950866,30819.0,
29501909,15081438.0,
9421274,169377.0,
621697,336058.0,
362982,151973.0,
362981,151973.0,
438134,10333.0,
13565300,5786003.0,
9415946,2884780.0,
12193399,2905297.0,
13640908,3435992.0,
15724908,6150699.0,
29241212,13687893.0,
5988375,41032.0,
5988375,35022.0,
5988375,823146.0,
5988375,245963.0,
32332938,14212740.0,
729760,130698.0,
3860528,567167.0,
13589148,3174636.0,
13589141,8685.0,Editor
13589141,6627234.0,
13589141,9615.0,
13589141,6627235.0,
13589141,38234.0,
13589141,1967.0,
13589141,878623.0,
13589141,2799345.0,
13589141,6627236.0,
13589141,69803.0,
13589141,8691.0,
13589141,4080505.0,
13589141,721481.0,
13589141,1167218.0,
13589141,1071572.0,
13589141,316778.0,
15793077,6252.0,
15793077,38550.0,
15793077,8435196.0,Narrator
15793077,494654.0,Narrator
7118679,1967.0,
2903595,1257234.0,
21010919,87306.0,
29939303,4023684.0,
11738736,2834177.0,
537050,1654.0,
537052,153394.0,
34631931,17015.0,
34631931,17010.0,
16172547,33918.0,
2269324,5174290.0,
2269324,239128.0,
2269324,821504.0,
27834845,445303.0,
18490551,5989.0,
6358975,974195.0,
8730060,3297510.0,
13221028,6206.0,
13221027,99650.0,
13133307,5791.0,
13133307,44736.0,Narrator
13133307,4423545.0,Narrator
13133307,4370909.0,Narrator
13133307,2976694.0,Narrator
13133307,393249.0,Narrator
13133307,432320.0,Narrator
13133307,12718.0,Narrator
13133307,563121.0,Narrator
13133307,4423546.0,Narrator
13133307,4423547.0,Narrator
13133307,43587.0,Narrator
13133307,144334.0,Narrator
13133307,140042.0,Narrator
13133307,3039826.0,Narrator
13133307,6477800.0,Narrator
13133307,2782636.0,Narrator
13133307,4423550.0,Narrator
13133307,4423551.0,Narrator
13133307,73423.0,Narrator
22009092,7176787.0,
22009092,9756331.0,Narrator
17155787,173493.0,
18307001,3901024.0,
10699613,137902.0,
51106,4106.0,
51106,46137.0,Introduction
51104,4106.0,
51105,4106.0,
6068551,1330292.0,
93480,35022.0,
4779934,146374.0,
13547250,70854.0,
10836471,110234.0,
2457253,4757071.0,
587314,7308.0,
587315,1069006.0,
587315,25523.0,Illustrations
587316,1069006.0,
587316,25523.0,Illustrations
587317,1069006.0,
587317,25523.0,Illustrations
587311,7308.0,
587312,7308.0,
587313,7308.0,
3210670,108905.0,
34535434,8573519.0,
8064867,3493128.0,
2942523,1567394.0,
29889256,874602.0,
29889256,1221698.0,Introduction
3432478,1443712.0,
912625,9494.0,
912625,2773553.0,Introduction
7743162,6252.0,
7743162,38550.0,
14415615,4823084.0,
14415615,5070203.0,Illustrator
68513,38598.0,
274868,160195.0,
